ID;Name_lang;Pos;MapOffset;FlightMapOffset;ContinentID;ConditionID;CharacterBitNumber;Flags;UiTextureKitID;MinimapAtlasMemberID;Facing;SpecialIconConditionID;VisibilityConditionID;MountCreatureID
371;Vashj'ir - Alliance Start;0,0,0;0,0;0,0;0;0;0;1024;0;4689;0;0;0;0,0
372;Vashj'ir - Alliance End;0,0,0;0,0;0,0;0;0;0;1024;0;4689;0;0;0;0,0
373;Mulgore - Red Cloud Mesa: To Bloodhoof;-2936.139892578125,-1.5199999809265137,189.07000732421875;0,0;0,0;1;0;0;1024;0;4689;0;0;0;0,0
374;Mulgore - Red Cloud Mesa: To Bloodhoof (End);-2333.389892578125,-388.45001220703125,-7.96999979019165;0,0;0,0;1;0;0;1024;0;4689;0;0;0;0,0
375;Transport, Gadgetzan;0,0,0;0,0;0,0;0;0;0;1024;0;4689;0;0;0;0,0
376;Icecrown Raid - Airship Battle Taxi Paths;0,0,0;0,0;0,0;0;0;0;1024;0;4689;0;0;0;0,0
377;Icecrown Dungeon - Gunships;0,0,0;0,0;0,0;0;0;0;1024;0;4689;0;0;0;0,0
378;Quest - Dun Morogh - Coldridge Valley - Pack Your Bags End;0,0,0;0,0;0,0;0;0;0;1024;0;4689;0;0;0;30853,0
379;Icecrown Raid - Saurfang's Ship (End);-200.58999633789062,1437.530029296875,-452.2699890136719;0,0;0,0;631;0;0;1024;0;4689;0;0;0;0,0
380;Icecrown Raid - Saurfang's Ship (Start);0,0,0;0,0;0,0;0;0;0;1024;0;4689;0;0;0;0,0
381;Quest [Transport] Icecrown Raid - Saurfang Ship (START);0,0,0;0,0;0,0;0;0;0;1024;0;4689;0;0;0;0,0
382;Quest [Transport] Icecrown Raid - Saurfang Ship (END);0,0,0;0,0;0,0;0;0;0;1024;0;4689;0;0;0;0,0
383;Thondroril River, Eastern Plaguelands;1935.969970703125,-2694.47998046875,61.94710159301758;0.00800000037997961,0.00800000037997961;0,0;0;0;383;3;0;4689;0;0;0;2224,541
384;The Bulwark, Tirisfal;1726.6199951171875,-740.9810180664062,59.928199768066406;-0.004999999888241291,0.0020000000949949026;0,0;0;0;384;2;0;4689;0;0;0;3574,0
386;Mossy Pile, Un'Goro Crater;-6958.43994140625,-1095.239990234375,-272.6499938964844;0.004000000189989805,-0.012000000104308128;0,0;1;0;9;3;0;4689;0;0;0;2224,541
387;Honor's Stand, Southern Barrens;-335.20001220703125,-1532.43994140625,87.51000213623047;0.0009980039903894067,0.011627906933426857;0,0;1;0;85;1;0;4689;0;0;0;0,541
388;Northwatch Hold, Southern Barrens;-2124.2099609375,-3561.7900390625,100.88999938964844;0,0;0,0;1;0;86;1;0;4689;0;0;0;0,541
389;Fort Triumph, Southern Barrens;-3150.25,-2286.27001953125,93.01000213623047;0,0;0,0;1;0;87;1;0;4689;0;0;0;0,541
390;Hunter's Hill, Southern Barrens;-798.719970703125,-1590.8699951171875,140.6300048828125;0.009980039671063423,-0.0029069767333567142;0,0;1;0;34;2;0;4689;0;0;0;2224,0
391;Desolation Hold, Southern Barrens;-3288.85009765625,-1697.989990234375,122.62000274658203;0.019999999552965164,0;0,0;1;0;15;2;0;4689;0;0;0;2224,0
392;CC Prologue - GT - Quest - Vent Horizon - Start;-5448.5,-665.0800170898438,392.95001220703125;0,0;0,0;0;0;0;1024;0;4689;0;0;0;28625,28625
393;CC Prologue - GT - Quest - Vent Horizon - End;-5447.85009765625,-665.5900268554688,393.1600036621094;0,0;0,0;0;0;0;1024;0;4689;0;0;0;35146,35146
394;CC Prologue - GT - Battle Flight - Start;-5451.47998046875,-667.72998046875,393.010009765625;0,0;0,0;0;0;0;1024;0;4689;0;0;0;28625,28625
395;CC Prologue - GT - Battle Flight - End;-5434.7099609375,523.0900268554688,388.29998779296875;0,0;0,0;0;0;0;1024;0;4689;0;0;0;0,0
402;Bloodhoof Village, Mulgore;-2299.5400390625,-379.0690002441406,-9.118289947509766;0.004999999888241291,0;0,0;1;0;51;2;0;4689;0;0;0;2224,0
404;Durotar - ET - CC Prologue Spy Frog Start;-839.6400146484375,-4985.35009765625,14.649999618530273;0,0;0,0;1;0;0;1024;0;4689;0;0;0;40203,0
405;Durotar - ET - CC Prologue Spy Frog End;-838.010009765625,-4986.27978515625,14.75;0,0;0,0;1;0;0;1024;0;4689;0;0;0;40203,0
413;"Quest - ""To The Summit"" - Westreach Summit - End";-4305.919921875,-923.5700073242188,81.1500015258789;0,0;0,0;1;0;0;1024;0;4689;0;0;0;0,0
414;"Quest - ""To The Summit"" - Camp Mojache -> Westreach Summit - Begin";-4568.22021484375,-3224.090087890625,34.869998931884766;0,0;0,0;1;0;0;1024;0;4689;0;0;0;2224,0
429;"Quest - ""To The Summit"" - Mudsprocket -> Westreach Summit - Begin";-4567.52978515625,-3224.610107421875,34.84000015258789;0,0;0,0;1;0;0;1024;0;4689;0;0;0;2224,0
433;"Quest - ""To New Thalanaar"" - Mudsprocket -> New Thalanaar - Begin";-4462.35986328125,-543.0399780273438,5.400000095367432;0,0;0,0;1;0;0;1024;0;4689;0;0;0;0,36706
434;"Quest - ""To New Thalanaar"" - New Thalanaar - End";-4462.0498046875,-543.3900146484375,5.369999885559082;0,0;0,0;1;0;0;1024;0;4689;0;0;0;0,0
436;"Quest - ""To New Thalanaar"" - Shadebough -> New Thalanaar - Begin";-4997.68017578125,71.01000213623047,99.88999938964844;0,0;0,0;1;0;0;1024;0;4689;0;0;0;0,31315
438;Durotar - ET - CC Prologue Troll Taxi Bat Start;-838.8499755859375,-4985.990234375,14.710000038146973;0,0;0,0;1;0;0;1024;0;4689;0;0;0;3574,0
439;Durotar - ET - CC Prologue Troll Recruit End;284.3800048828125,-4762.35986328125,12.5600004196167;0,0;0,0;1;0;0;1024;0;4689;0;0;0;3574,0
440;Durotar - ET - CC Prologue - Troll Battle End;-848.2000122070312,-5339.4599609375,3.069999933242798;0,0;0,0;1;0;0;1024;0;4689;0;0;0;0,0
456;Dolanaar, Teldrassil;9873.099609375,977.697998046875,1309.97998046875;0,0;0,0;1;0;36;9;0;4689;0;0;62814;0,3837
457;Darnassus, Teldrassil;9968.7998046875,2622.090087890625,1316.0799560546875;0,0;0,0;1;0;35;9;0;4689;0;0;62814;0,3837
458;Nozzlepot's Outpost, Northern Barrens;1152.5999755859375,-3381.739990234375,91.8053970336914;0.004990019835531712,-0.004360465332865715;0,0;1;0;46;2;0;4689;0;0;0;2224,0
460;Brill, Tirisfal Glades;2272.679931640625,372.0639953613281,35.76110076904297;0,-0.004999999888241291;0,0;0;96847;113;10;0;4689;0;0;0;3574,0
509;Quest Path 2063: Brian's 4.0 Test Path ;16083.099609375,16120.099609375,69.44439697265625;0,0;0,0;451;0;0;1024;0;4689;0;0;0;28783,28783
513;Fizzle & Pozzik's Speedbarge, Thousand Needles;-6075.3701171875,-3913.43994140625,21.622400283813477;0.017999999225139618,0.009999999776482582;0,0;1;0;47;3;0;4689;0;0;0;2224,3837
521;Smuggler's Scar, Vashj'ir;-4588.0498046875,3481.1201171875,-102.71800231933594;-0.009999999776482582,-0.03999999910593033;0,0;0;0;57;3;0;4689;0;0;0;40848,40848
522;Silver Tide Hollow, Vashj'ir;-6105.60986328125,4285.080078125,-350.5;0,0.014999999664723873;0,0;0;0;54;3;0;4689;0;0;0;40848,40848
523;Tranquil Wash, Vashj'ir;-6616.39990234375,4308.27978515625,-564.0770263671875;0.0020000000949949026,-0.0020000000949949026;0,0;0;0;60;1;0;4689;0;0;0;0,40848
524;Darkbreak Cove, Vashj'ir;-6902.25,5943.81982421875,-766.5159912109375;0.019999999552965164,-0.054999999701976776;0,0;0;0;59;1;0;4689;0;0;0;0,40848
525;Legion's Rest, Vashj'ir;-6805.6298828125,4199.85009765625,-480.9469909667969;-0.007000000216066837,-0.029999999329447746;0,0;0;0;157;2;0;4689;0;0;0;40848,0
526;Tenebrous Cavern, Vashj'ir;-6507.990234375,6075.25,-671.4609985351562;0.07199999690055847,0.02500000037252903;0,0;0;0;161;2;0;4689;0;0;0;40848,0
531;Dawnrise Expedition, Tanaris;-9487.8896484375,-2467.1298828125,16.728599548339844;0,0;0,0;1;0;78;2;0;4689;0;0;0;2224,0
532;Gunstan's Dig, Tanaris;-9493.7099609375,-2953.989990234375,12.682600021362305;0,0;0,0;1;0;81;1;0;4689;0;0;0;0,541
536;Sen'jin Village, Durotar;-780.2670288085938,-4890.27978515625,19.62150001525879;-0.004999999888241291,0;0,0;1;0;63;2;0;4689;0;0;0;3574,0
537;Razor Hill, Durotar;269.9169921875,-4766.759765625,11.494600296020508;0,0.00800000037997961;0,0;1;0;62;2;0;4689;0;0;0;2224,0
538;test - JZB - Orgrim's Hammer;4.65693998336792,-2.343980073928833,34.3213005065918;0,0;0,0;622;0;0;1024;0;4689;0;0;0;0,0
539;Bootlegger Outpost, Tanaris;-8683.08984375,-4088.10009765625,40.055301666259766;0.009999999776482582,0.014000000432133675;0,0;1;0;77;3;0;4689;0;0;0;2224,541
540;The Sludgewerks, Stonetalon Mountains;1825.93994140625,727.2080078125,162.1230010986328;0.009999999776482582,0;0,0;1;0;165;2;0;4689;0;0;0;2224,0
541;Mirkfallon Post, Stonetalon Mountains;1379.4200439453125,1034.8599853515625,165.08799743652344;0.010999999940395355,0;0,0;1;0;170;1;0;4689;0;0;0;0,3837
551;Whelgar's Retreat, Wetlands;-3222.929931640625,-1989.489990234375,50.54750061035156;0.01600000075995922,0;0,0;0;0;168;1;0;4689;0;0;0;0,541
552;Greenwarden's Grove, Wetlands;-3306.64990234375,-2718.68994140625,20.483600616455078;-0.006000000052154064,0;0,0;0;0;162;1;0;4689;0;0;0;0,3837
553;Dun Modr, Wetlands;-2656.5400390625,-2464.280029296875,80.33779907226562;0,0;0,0;0;0;176;1;0;4689;0;0;0;0,541
554;Slabchisel's Survey, Wetlands;-4113.60009765625,-2741.2099609375,18.991100311279297;0.009999999776482582,-0.004999999888241291;0,0;0;0;169;1;0;4689;0;0;0;0,541
555;Farstrider Lodge, Loch Modan;-5668.31005859375,-4253.43994140625,407.0150146484375;0.019999999552965164,0.004999999888241291;0,0;0;924;84;1;0;4689;0;0;0;0,541
557;Shrine of Aviana, Hyjal;4987.8701171875,-2676.18994140625,1426.3599853515625;0,0;0,0;1;0;137;3;0;4689;0;0;0;3837,3837
558;Grove of Aessina, Hyjal;5163.509765625,-1760.5799560546875,1338.469970703125;0.009999999776482582,-0.014999999664723873;0,0;1;0;91;3;0;4689;0;0;0;3837,3837
559;Nordrassil, Hyjal;5584.06005859375,-3569.840087890625,1570.5999755859375;0,0;0,0;1;0;90;3;0;4689;0;0;0;3837,3837
560;Quest Path 2171: [3.x] Transport, Org -> Undercity (Thundercaller);1281.25,-4803.4599609375,19.677799224853516;0,0;0,0;1;0;0;1024;0;4689;0;0;0;3574,3574
561;Quest Path 2172: [3.x] Transport, Thunder Bluff -> Org (Zephyr);1338.449951171875,-4788.7900390625,23.72089958190918;0,0;0,0;1;0;0;1024;0;4689;0;0;0;3574,3574
562;Quest Path 2173: [3.x] Transport, Borean Tundra -> Org (Mighty Wind);1288.010009765625,-4702.06982421875,18.968299865722656;0,0;0,0;1;0;0;1024;0;4689;0;0;0;3574,3574
563;Quest Path 2174: [3.x] Transport, Grom'gol -> Orgrimmar (The Iron Eagle);1283.8399658203125,-4644.6298828125,34.75669860839844;0,0;0,0;1;0;0;1024;0;4689;0;0;0;3574,3574
564;Quest Path 2175: Stonetalon 4.x - Taxi to Thal'darah Overlook Start;2146.429931640625,1538.280029296875,341.2439880371094;0,0;0,0;1;0;0;1024;0;4689;0;0;0;27127,27127
565;Dreamer's Rest, Feralas;-3136.6201171875,1951.6700439453125,41.59880065917969;0.009999999776482582,-0.009999999776482582;0,0;1;0;155;1;0;4689;0;0;0;0,3837
567;Tower of Estulan, Feralas;-4863.64013671875,1478.1600341796875,84.84750366210938;0,0;0,0;1;0;88;1;0;4689;0;0;0;0,3837
568;Camp Ataya, Feralas;-3081.699951171875,2560.10009765625,50.179100036621094;-0.007000000216066837,0;0,0;1;0;158;2;0;4689;0;0;0;2224,0
569;Stonemaul Hold, Feralas;-4606.52001953125,1898.18994140625,107.8489990234375;0,0;0,0;1;0;89;2;0;4689;0;0;0;2224,0
574;Quest Path 2201: Dun Morogh - Quest - Flight to Ironforge Airfield;-4490.06005859375,-1585.56005859375,509.0050048828125;0,0;0,0;0;0;0;1024;0;4689;0;0;0;28625,28625
575;Quest Path 2203: Dun Morogh - Quest - Striking Back (Bombing Run);-4560.14990234375,-1641.18994140625,503.3240051269531;0,0;0,0;0;0;0;1024;0;4689;0;0;0;42097,42097
577;Quest Path 2206: Ironforge, Dun Morogh - Quest - Breadcrumb to Loch Modan;-5530.81982421875,-2377.97998046875,400.6090087890625;0,0;0,0;0;0;0;1024;0;4689;0;0;0;541,541
578;Quest Path 2207: Dun Morogh - Quest - Flight to Gol'Bolar from Ironforge Airfield;-5689.3701171875,-1568.72998046875,383.2309875488281;0,0;0,0;0;0;0;1024;0;4689;0;0;0;28625,28625
582;Goldshire, Elwynn;-9433.990234375,85.14929962158203,56.73400115966797;0.004999999888241291,-0.009999999776482582;0,0;0;0;96;1;0;4689;0;0;0;0,541
583;Moonbrook, Westfall;-10876.900390625,1542.8800048828125,54.528900146484375;0,0;0,0;0;0;92;1;0;4689;0;0;0;0,541
584;Furlbrow's Pumpkin Farm, Westfall;-9838.509765625,1273.9300537109375,40.70669937133789;0.009999999776482582,0;0,0;0;0;95;1;0;4689;0;0;0;0,541
585;Quest Path 293: Transport, Auberdine -> Rut'theran Village, Teldrassil (NO LONGER USED in 4.x);8334.759765625,1029.8299560546875,22.79170036315918;0,0;0,0;1;0;0;1024;0;4689;0;0;0;3574,3574
586;Justin Test Node 1;2186.68994140625,1241.300048828125,465.7049865722656;0,0;0,0;1;0;0;1024;0;4689;0;0;0;42886,27397
587;Justin Test Node 2;2186.68994140625,1241.300048828125,465.7049865722656;0,0;0,0;1;0;0;1024;0;4689;0;0;0;27397,27397
589;Eastvale Logging Camp, Elwynn;-9475.7099609375,-1306.739990234375,44.149600982666016;0.004999999888241291,0.007000000216066837;0,0;0;0;97;1;0;4689;0;0;0;0,541
590;Fort Livingston, Stranglethorn;-12828.7998046875,-413.7099914550781,12.96660041809082;0,0.003000000026077032;0,0;0;0;98;1;0;4689;0;0;0;0,541
591;Explorers' League Digsite, Stranglethorn;-13600.900390625,-85.54859924316406,37.80780029296875;0.009999999776482582,-0.014999999664723873;0,0;0;0;103;1;0;4689;0;0;0;0,541
592;Hardwrench Hideaway, Stranglethorn;-13288.2998046875,722.0280151367188,3.753890037536621;0.007000000216066837,0;0,0;0;0;175;2;0;4689;0;0;0;2224,0
593;Bambala, Stranglethorn;-12092.2001953125,-814.0989990234375,42.34109878540039;-0.007000000216066837,0;0,0;0;0;174;2;0;4689;0;0;0;2224,0
594;Whisperwind Grove, Felwood;6078.509765625,-844.9979858398438,412.27398681640625;0,-0.024000000208616257;0,0;1;0;104;3;0;4689;0;0;0;54271,3837
595;Wildheart Point, Felwood;4734.16015625,-883.8060302734375,342.9339904785156;0,0;0,0;1;0;105;3;0;4689;0;0;0;2224,3837
596;Shalewind Canyon, Redridge;-9641.669921875,-3479.3701171875,121.95600128173828;0,0.009999999776482582;0,0;0;0;173;1;0;4689;0;0;0;0,541
597;Irontree Clearing, Felwood;6892.68994140625,-1620.4100341796875,503.1059875488281;0,-0.00800000037997961;0,0;1;0;106;2;0;4689;0;0;0;2224,0
598;Marshtide Watch, Swamp of Sorrows;-10176.599609375,-3836.5400390625,17.986000061035156;0,0.027000000700354576;0,0;0;0;108;1;0;4689;0;0;0;0,541
599;Bogpaddle, Swamp of Sorrows;-9737.080078125,-3890.719970703125,22.729999542236328;-0.007000000216066837,-0.004999999888241291;0,0;0;0;107;3;0;4689;0;0;0;2224,541
600;The Harborage, Swamp of Sorrows;-10118.599609375,-2852.47998046875,23.464099884033203;-0.009999999776482582,0.014999999664723873;0,0;0;0;109;5;0;4689;0;0;0;0,3837
601;Galen's Fall, Arathi;-952.3770141601562,-1585.739990234375,51.30039978027344;0,0;0,0;0;64389;172;14;0;4689;0;0;0;3574,0
602;Surwich, Blasted Lands;-12761.900390625,-2919.0400390625,7.0483598709106445;-0.00800000037997961,0.004999999888241291;0,0;0;46758;110;9;0;4689;0;0;46758;0,3837
603;Sunveil Excursion, Blasted Lands;-12357.599609375,-3058.22998046875,90.32420349121094;0,0;0,0;0;46791;111;10;0;4689;0;0;0;19917,0
604;Dreadmaul Hold, Blasted Lands;-10933.2998046875,-2790.97998046875,25.696800231933594;-0.009999999776482582,0.014999999664723873;0,0;0;46791;112;14;0;4689;0;0;0;2224,0
605;Voldrin's Hold, Vashj'ir;-7209.7099609375,3925.85009765625,14.746600151062012;0,0;0,0;0;0;134;1;0;4689;0;0;0;0,541
606;Sandy Beach, Vashj'ir;-5310.85009765625,3914.419921875,3.224329948425293;0,0;0,0;0;0;133;1;0;4689;0;0;0;0,541
607;Sandy Beach, Vashj'ir;-5267.35009765625,3900.27001953125,0.9749060273170471;0,0;0,0;0;0;131;1;0;4689;0;0;0;0,40848
608;Sandy Beach, Vashj'ir;-5671.02001953125,3720.070068359375,1.9156899452209473;0,0;0,0;0;0;115;2;0;4689;0;0;0;2224,0
609;Sandy Beach, Vashj'ir;-5669.18994140625,3711.81005859375,1.1627800464630127;0,0;0,0;0;0;114;2;0;4689;0;0;0;40848,0
610;Stygian Bounty, Vashj'ir;-6878.52001953125,4244.7099609375,9.775919914245605;0.03999999910593033,0;0,0;0;0;116;2;0;4689;0;0;0;2224,0
611;Voldrin's Hold, Vashj'ir;-7198.97021484375,3912.360107421875,3.8512001037597656;0,0;0,0;0;0;132;1;0;4689;0;0;0;0,40848
612;Stygian Bounty, Vashj'ir;-6880.169921875,4278.06005859375,2.1512999534606934;0.05000000074505806,0;0,0;0;0;178;2;0;4689;0;0;0;40848,0
613;Southern Rocketway, Azshara;2647.7900390625,-6214.39990234375,100.11100006103516;0.004000000189989805,0;0,0;1;0;135;2;0;4689;0;0;0;28625,0
614;Northern Rocketway, Azshara;4611.3798828125,-7041.7998046875,153.84300231933594;0.007000000216066837,0;0,0;1;0;136;2;0;4689;0;0;0;28625,0
615;Camp Everstill, Redridge;-9446.6396484375,-2836.989990234375,64.57610321044922;0.009999999776482582,-0.00800000037997961;0,0;0;0;171;1;0;4689;0;0;0;0,541
616;Gates of Sothann, Hyjal;4059.39990234375,-3966.75,970.1489868164062;0.012000000104308128,-0.009999999776482582;0,0;1;0;138;3;0;4689;0;0;0;43538,43538
617;Hiri'watha Research Station, The Hinterlands;-25.775999069213867,-2821.780029296875,125.16999816894531;0,0.00800000037997961;0,0;0;0;143;2;0;4689;0;0;0;3574,0
618;Stormfeather Outpost, The Hinterlands;312.32598876953125,-4105.35986328125,118.28900146484375;0.007000000216066837,0.003000000026077032;0,0;0;0;142;1;0;4689;0;0;0;0,541
619;Kharanos, Dun Morogh;-5660.7998046875,-494.85101318359375,397.00799560546875;0.007000000216066837,0;0,0;0;0;144;1;0;4689;0;0;0;0,541
620;Gol'Bolar Quarry, Dun Morogh;-5714.14013671875,-1578.6400146484375,383.2040100097656;0.012000000104308128,0.00800000037997961;0,0;0;0;145;1;0;4689;0;0;0;0,541
621;Quest Path 2367: QA's Test Path 1;2845.93994140625,769.9650268554688,0;0,0;0,0;606;0;0;1024;0;4689;0;0;0;13161,13161
622;Raven Hill, Duskwood;-10737.599609375,267.0429992675781,42.347801208496094;0,-0.008999999612569809;0,0;0;0;177;1;0;4689;0;0;0;0,541
623;Quest Path 2374: Deeopholm Test Copy;1222.719970703125,-278.97601318359375,42.0255012512207;0,0;0,0;646;0;0;1024;0;4689;0;0;0;3574,3574
624;Azure Watch, Azuremyst Isle;-4130.080078125,-12520.5,44.330501556396484;0.009999999776482582,-0.009999999776482582;0,0;530;924;146;1;0;4689;0;0;0;0,3837
625;Fairbreeze Village, Eversong Woods;8745.7802734375,-6654.1201171875,69.9166030883789;-0.006000000052154064,0;0,0;530;145597;181;2;0;4689;0;0;145597;19917,0
626;Quest Path 508: zzzThe Exodar -> Blood Watch, Bloodmyst Isle;-3864.989990234375,-11643.2998046875,-137.64599609375;0,0;0,0;530;0;0;1024;0;4689;0;0;0;3837,3837
627;Quest Path 2376: zzzThe Exodar -> Azure Watch, Azuremyst Isle;-3864.260009765625,-11646.099609375,-137.63699340820312;0,0;0,0;530;0;0;1024;0;4689;0;0;0;3837,3837
628;Quest Path 507: zzzBlood Watch, Bloodmyst Isle -> The Exodar;-3865.949951171875,-11644.599609375,-137.6490020751953;0,0;0,0;530;0;0;1024;0;4689;0;0;0;3837,3837
629;Quest Path 2375: zzzAzure Watch, Azuremyst Isle -> The Exodar;-3870.300048828125,-11645.7001953125,-137.6719970703125;0,0;0,0;530;0;0;1024;0;4689;0;0;0;3837,3837
630;Light's Shield Tower, Eastern Plaguelands;2262.10009765625,-4411.52001953125,111.6520004272461;0.014999999664723873,0;0,0;0;0;148;3;0;4689;0;0;0;44248,44248
631;Falconwing Square, Eversong Woods;9501.9296875,-6767.08984375,16.493600845336914;0,0.009999999776482582;0,0;530;145597;180;2;0;4689;0;0;145597;19917,0
632;Bloodwatcher Point, Badlands;-6898.25,-3513.989990234375,242.0850067138672;0,-0.014999999664723873;0,0;0;0;186;2;0;4689;0;0;0;2224,0
633;Dustwind Dig, Badlands;-6594.08984375,-3401.179931640625,279.2090148925781;0,0;0,0;0;0;188;1;0;4689;0;0;0;0,541
634;Dragon's Mouth, Badlands;-7034.52978515625,-2570.7900390625,252.1529998779297;0.007000000216066837,-0.008999999612569809;0,0;0;0;182;1;0;4689;0;0;0;0,541
635;Fuselight, Badlands;-6574.93994140625,-3875.1298828125,390.94000244140625;0.007000000216066837,0;0,0;0;0;187;3;0;4689;0;0;0;2224,541
645;Forsaken High Command, Silverpine Forest;1421.02001953125,1018.22998046875,52.667198181152344;0,-0.014999999664723873;0,0;0;0;193;2;0;4689;0;0;0;3574,0
646;Forsaken Forward Command, Gilneas;-910.2210083007812,1638.5999755859375,68.36959838867188;0,0;0,0;0;10723;189;2;0;4689;0;0;0;3574,0
649;Andorhal, Western Plaguelands;1511.800048828125,-1586.949951171875,64.34190368652344;0.004000000189989805,0;0,0;0;0;194;2;0;4689;0;0;0;3574,0
650;Andorhal, Western Plaguelands;1374.22998046875,-1281.93994140625,59.17399978637695;0,0;0,0;0;10988;197;1;0;4689;0;0;0;0,541
651;The Menders' Stead, Western Plaguelands;1864.3199462890625,-1755.8199462890625,59.6619987487793;0.009999999776482582,-0.007000000216066837;0,0;0;0;198;3;0;4689;0;0;0;3837,3837
652;Ramkahen, Uldum;-9415.01953125,-1042.969970703125,113.39600372314453;0,0;0,0;1;0;221;3;0;4689;0;0;0;2224,541
653;Oasis of Vir'sar, Uldum;-8375.4697265625,791.2589721679688,148.4219970703125;0,0;0,0;1;0;219;3;0;4689;0;0;0;48277,48277
654;The Forsaken Front, Silverpine Forest;-114.14199829101562,1312.3199462890625,56.741600036621094;-0.00800000037997961,0;0,0;0;0;199;2;0;4689;0;0;0;3574,0
656;Crushblow, Twilight Highlands;-4831.759765625,-4848.93017578125,198.94700622558594;0,0;0,0;0;0;201;2;0;4689;0;0;0;2224,0
657;The Gullet, Twilight Highlands;-3494.6298828125,-4379.47998046875,210.49200439453125;0.017000000923871994,-0.0005000000237487257;0,0;0;0;206;2;0;4689;0;0;0;2224,0
658;Vermillion Redoubt, Twilight Highlands;-3032.760009765625,-3940.969970703125,282.3269958496094;0.013000000268220901,-0.00800000037997961;0,0;0;10950;204;3;0;4689;0;0;0;26899,26899
659;Bloodgulch, Twilight Highlands;-3637.56005859375,-5288.18994140625,42.64419937133789;0.009999999776482582,-0.007000000216066837;0,0;0;0;210;2;0;4689;0;0;0;2224,0
660;The Krazzworks, Twilight Highlands;-2780.179931640625,-6409.27978515625,231.90499877929688;0,0;0,0;0;0;200;2;0;4689;0;0;0;28625,0
661;Dragonmaw Port, Twilight Highlands;-4012.449951171875,-6329.25,39.308998107910156;0,0;0,0;0;0;211;2;0;4689;0;0;0;2224,0
662;Highbank, Twilight Highlands;-4863.10009765625,-6740.60986328125,9.416769981384277;0,0;0,0;0;0;203;1;0;4689;0;0;0;0,541
663;Victor's Point, Twilight Highlands;-4170.5498046875,-4748.93017578125,126.78700256347656;0,0;0,0;0;0;202;1;0;4689;0;0;0;0,541
664;Firebeard's Patrol, Twilight Highlands;-4183.89990234375,-5620.14990234375,25.21030044555664;0,-0.00800000037997961;0,0;0;0;207;1;0;4689;0;0;0;0,541
665;Thundermar, Twilight Highlands;-3146.919921875,-4994.27978515625,128.48500061035156;-0.007000000216066837,-0.014999999664723873;0,0;0;0;208;1;0;4689;0;0;0;0,541
666;Kirthaven, Twilight Highlands;-2689.429931640625,-5427.52978515625,190.20700073242188;0.014999999664723873,-0.00800000037997961;0,0;0;0;209;1;0;4689;0;0;0;0,541
667;Ruins of Southshore, Hillsbrad;-661.8369750976562,-536.4929809570312,28.21500015258789;0,0.008999999612569809;0,0;0;0;212;2;0;4689;0;0;0;3574,0
668;Southpoint Gate, Hillsbrad;-605.1840209960938,435.4649963378906,79.4447021484375;-0.006000000052154064,0;0,0;0;0;214;2;0;4689;0;0;0;3574,0
669;Eastpoint Tower, Hillsbrad;-566.8889770507812,-1051.199951171875,59.40549850463867;0,-0.007000000216066837;0,0;0;0;215;2;0;4689;0;0;0;3574,0
670;Strahnbrad, Alterac Mountains;622.8510131835938,-979.5780029296875,169.62100219726562;0.008999999612569809,0.019999999552965164;0,0;0;0;216;2;0;4689;0;0;0;3574,0
672;Hearthglen, Western Plaguelands;2839.780029296875,-1500.510009765625,146.08900451660156;0,0.029999999329447746;0,0;0;0;217;3;0;4689;0;0;0;44248,44248
673;Iron Summit, Searing Gorge;-7123.06005859375,-1236.6300048828125,290.1310119628906;0,-0.004999999888241291;0,0;0;0;218;3;0;4689;0;0;0;2224,541
674;Schnottz's Landing, Uldum;-10711.900390625,1059.6199951171875,24.14900016784668;0,0;0,0;1;0;220;3;0;4689;0;0;75733;28360,28360
675;Flamestar Post, Burning Steppes;-8092.259765625,-1025.7900390625,132.66600036621094;-0.012000000104308128,0;0,0;0;0;222;3;0;4689;0;0;0;2224,541
676;Chiselgrip, Burning Steppes;-7865.93017578125,-1919.530029296875,144.7220001220703;0,-0.014999999664723873;0,0;0;0;223;3;0;4689;0;0;0;2224,541
681;Forsaken Rear Guard, Silverpine Forest;1056.06005859375,1518.9000244140625,30.138399124145508;0,0;0,0;0;0;224;2;0;4689;0;0;0;3574,0
682;Quest Path 1843: Transport - Gadgetzan to ??? JZB RVM Test [DISABLED];-7141.7900390625,-3977.97998046875,6.686570167541504;0,0;0,0;1;0;0;1024;0;4689;0;0;0;36071,36071
683;Valormok, Azshara;2988.1298828125,-4161.35986328125,101.2699966430664;0,-0.009999999776482582;0,0;1;0;225;6;0;4689;0;0;0;2224,0
728;Quest Path 2653: 4.1 - ZG Event - Rebel Camp -> Explorers' League;-13602.400390625,-81.4218978881836,36.79159927368164;0,0;0,0;0;0;0;1024;0;4689;0;0;0;541,541
757;Quest Path 2695: PattyMac Taxi Path Speed Test;16626.69921875,16747.599609375,40.57659912109375;0,0;0,0;451;0;0;1024;0;4689;0;0;0;28783,28783
781;Sanctuary of Malorne, Hyjal;4397.7900390625,-2107.530029296875,1204.3399658203125;0,0;0,0;1;0;229;3;0;4689;0;0;0;3837,3837
888;Quest Path 2837: Quest - Jade Forest: (DLA) - Dawnblossom to Jade Mines;2403.860107421875,-2097.159912109375,227.3419952392578;0,0;0,0;870;0;0;1024;0;4689;0;0;0;61559,61559
